"Үзүүлэлт","year","value"
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2006",4957.36
"Зорчигчид, мянган хүн","2006",4322.82
"Зорчигчид, мянган хүн - олон улсад зорчсон","2006",191.75
"Зорчигчид, мянган хүн - дотоодод зорчсон","2006",4131.07
"Зорчигч эргэлт, сая хүн километр","2006",1287.14
"Шилжүүлсэн сая тонн километр","2006",10512.75
"Тээврийн орлого, сая төгрөг","2006",182612.8
"Тээсэн ачаа, мянган тонн","2007",14072.6
"Тээсэн ачаа, мянган тонн - дотоодод","2007",7512.63
"Тээсэн ачаа, мянган тонн - гаргалт","2007",1776.25
"Тээсэн ачаа, мянган тонн - оруулалт","2007",1310.39
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2007",3473.33
"Ачаа эргэлт, сая тонн километр","2007",8360.65
"Ачаа эргэлт, сая тонн километр - дотоодын","2007",2440.58
"Ачаа эргэлт, сая тонн километр - гаргалт","2007",1404.07
"Ачаа эргэлт, сая тонн километр - оруулалт","2007",660.6
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2007",3855.4
"Зорчигчид, мянган хүн","2007",4482.43
"Зорчигчид, мянган хүн - олон улсад зорчсон","2007",203.74
"Зорчигчид, мянган хүн - дотоодод зорчсон","2007",4278.69
"Зорчигч эргэлт, сая хүн километр","2007",1406.38
"Шилжүүлсэн сая тонн километр","2007",9767.03
"Тээврийн орлого, сая төгрөг","2007",173328.3
"Тээсэн ачаа, мянган тонн","2008-01",1327.5
"Тээсэн ачаа, мянган тонн - дотоодод","2008-01",746.6
"Тээсэн ачаа, мянган тонн - гаргалт","2008-01",197.4
"Тээсэн ачаа, мянган тонн - оруулалт","2008-01",146.8
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2008-01",236.7
"Ачаа эргэлт, сая тонн километр","2008-01",735.5
"Ачаа эргэлт, сая тонн километр - дотоодын","2008-01",242.6
"Ачаа эргэлт, сая тонн километр - гаргалт","2008-01",156.1
"Ачаа эргэлт, сая тонн километр - оруулалт","2008-01",74
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2008-01",262.8
"Зорчигчид, мянган хүн","2008-01",347.4
"Зорчигчид, мянган хүн - олон улсад зорчсон","2008-01",12.5
"Зорчигчид, мянган хүн - дотоодод зорчсон","2008-01",334.9
"Зорчигч эргэлт, сая хүн километр","2008-01",109
"Шилжүүлсэн сая тонн километр","2008-01",844.3
"Тээврийн орлого, сая төгрөг","2008-01",17300
"Тээсэн ачаа, мянган тонн","2008-02",1179.6
"Тээсэн ачаа, мянган тонн - дотоодод","2008-02",692.3
"Тээсэн ачаа, мянган тонн - гаргалт","2008-02",126.9
"Тээсэн ачаа, мянган тонн - оруулалт","2008-02",119.5
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2008-02",241
"Ачаа эргэлт, сая тонн километр","2008-02",627.1
"Ачаа эргэлт, сая тонн километр - дотоодын","2008-02",195.2
"Ачаа эргэлт, сая тонн километр - гаргалт","2008-02",106.3
"Ачаа эргэлт, сая тонн километр - оруулалт","2008-02",58.2
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2008-02",267.5
"Зорчигчид, мянган хүн","2008-02",364.8
"Зорчигчид, мянган хүн - олон улсад зорчсон","2008-02",17.1
"Зорчигчид, мянган хүн - дотоодод зорчсон","2008-02",347.7
"Зорчигч эргэлт, сая хүн километр","2008-02",130.3
"Шилжүүлсэн сая тонн километр","2008-02",757.6
"Тээврийн орлого, сая төгрөг","2008-02",14507.7
"Тээсэн ачаа, мянган тонн","2008-I",3773.7
"Тээсэн ачаа, мянган тонн - дотоодод","2008-I",2132.4
"Тээсэн ачаа, мянган тонн - гаргалт","2008-I",525.4
"Тээсэн ачаа, мянган тонн - оруулалт","2008-I",383.5
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2008-I",732.5
"Ачаа эргэлт, сая тонн километр","2008-I",2069
"Ачаа эргэлт, сая тонн километр - дотоодын","2008-I",629.9
"Ачаа эргэлт, сая тонн километр - гаргалт","2008-I",436.9
"Ачаа эргэлт, сая тонн километр - оруулалт","2008-I",189.2
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2008-I",813
"Зорчигчид, мянган хүн","2008-I",1057.1
"Зорчигчид, мянган хүн - олон улсад зорчсон","2008-I",41.2
"Зорчигчид, мянган хүн - дотоодод зорчсон","2008-I",1015.9
"Зорчигч эргэлт, сая хүн километр","2008-I",319.2
"Шилжүүлсэн сая тонн километр","2008-I",2388.2
"Тээврийн орлого, сая төгрөг","2008-I",45702.7
"Тээсэн ачаа, мянган тонн","2008-03",1266.6
"Тээсэн ачаа, мянган тонн - дотоодод","2008-03",693.6
"Тээсэн ачаа, мянган тонн - гаргалт","2008-03",201.1
"Тээсэн ачаа, мянган тонн - оруулалт","2008-03",117.2
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2008-03",254.8
"Ачаа эргэлт, сая тонн километр","2008-03",706.4
"Ачаа эргэлт, сая тонн километр - дотоодын","2008-03",192.1
"Ачаа эргэлт, сая тонн километр - гаргалт","2008-03",174.5
"Ачаа эргэлт, сая тонн километр - оруулалт","2008-03",57
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2008-03",282.8
"Зорчигчид, мянган хүн","2008-03",344.8
"Зорчигчид, мянган хүн - олон улсад зорчсон","2008-03",11.6
"Зорчигчид, мянган хүн - дотоодод зорчсон","2008-03",333.3
"Зорчигч эргэлт, сая хүн километр","2008-03",79.9
"Шилжүүлсэн сая тонн километр","2008-03",786.3
"Тээврийн орлого, сая төгрөг","2008-03",13895
"Тээсэн ачаа, мянган тонн","2008-04",1226.1
"Тээсэн ачаа, мянган тонн - дотоодод","2008-04",666.5
"Тээсэн ачаа, мянган тонн - гаргалт","2008-04",191
"Тээсэн ачаа, мянган тонн - оруулалт","2008-04",140.9
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2008-04",227.7
"Ачаа эргэлт, сая тонн километр","2008-04",709.1
"Ачаа эргэлт, сая тонн километр - дотоодын","2008-04",234.3
"Ачаа эргэлт, сая тонн километр - гаргалт","2008-04",151.7
"Ачаа эргэлт, сая тонн километр - оруулалт","2008-04",70.4
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2008-04",252.7
"Зорчигчид, мянган хүн","2008-04",355.8
"Зорчигчид, мянган хүн - олон улсад зорчсон","2008-04",15.6
"Зорчигчид, мянган хүн - дотоодод зорчсон","2008-04",340.1
"Зорчигч эргэлт, сая хүн километр","2008-04",113.3
"Шилжүүлсэн сая тонн километр","2008-04",822.4
"Тээврийн орлого, сая төгрөг","2008-04",18120.3
"Тээсэн ачаа, мянган тонн","2008-05",1121.2
"Тээсэн ачаа, мянган тонн - дотоодод","2008-05",581.1
"Тээсэн ачаа, мянган тонн - гаргалт","2008-05",236.4
"Тээсэн ачаа, мянган тонн - оруулалт","2008-05",118
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2008-05",185.7
"Ачаа эргэлт, сая тонн километр","2008-05",667.1
"Ачаа эргэлт, сая тонн километр - дотоодын","2008-05",222.7
"Ачаа эргэлт, сая тонн километр - гаргалт","2008-05",176.2
"Ачаа эргэлт, сая тонн километр - оруулалт","2008-05",62.2
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2008-05",206.1
"Зорчигчид, мянган хүн","2008-05",368.6
"Зорчигчид, мянган хүн - олон улсад зорчсон","2008-05",11.3
"Зорчигчид, мянган хүн - дотоодод зорчсон","2008-05",357.3
"Зорчигч эргэлт, сая хүн километр","2008-05",121.4
"Шилжүүлсэн сая тонн километр","2008-05",788.5
